MSN,StateCode,Year,Data
CLCCB,NM,1967,45.58681
CLCCB,NM,1968,35.53158
CLCCB,NM,1969,19.26458
CLCCB,NM,1970,8.23703
CLCCB,NM,1971,11.77325
CLCCB,NM,1972,0.0
CLCCB,NM,1973,0.0
CLCCB,NM,1974,0.0
CLCCB,NM,1975,0.0
CLCCB,NM,1976,0.0
CLCCB,NM,1977,0.0
CLCCB,NM,1978,0.0
CLCCB,NM,1979,59.82021
CLCCB,NM,1980,687.74502
CLCCB,NM,1981,82.06126
CLCCB,NM,1982,199.894
CLCCB,NM,1983,183.56124
CLCCB,NM,1984,128.24019
CLCCB,NM,1985,123.65824
CLCCB,NM,1986,76.5611
CLCCB,NM,1987,82.9752
CLCCB,NM,1988,46.54775
CLCCB,NM,1989,145.2676
CLCCB,NM,1990,74.792
CLCCB,NM,1991,122.26908
CLCCB,NM,1992,146.30348
CLCCB,NM,1993,158.67344
CLCCB,NM,1994,149.50999
CLCCB,NM,1995,133.85354
CLCCB,NM,1996,136.10431
CLCCB,NM,1997,134.75154
CLCCB,NM,1998,198.37029
CLCCB,NM,1999,132.59136
CLCCB,NM,2000,134.64746
CLCCB,NM,2001,83.7627
CLCCB,NM,2002,82.63023
CLCCB,NM,2003,66.16342
CLCCB,NM,2004,69.30095
CLCCB,NM,2005,69.27315
CLCCB,NM,2006,71.10547
CLCCB,NM,2007,64.51865
CLCCB,NM,2008,0.0
CLCCB,NM,2009,0.0
CLCCB,TX,1960,106.94627
CLCCB,TX,1961,65.34781
CLCCB,TX,1962,67.91089
CLCCB,TX,1963,52.77643
CLCCB,TX,1964,44.02053
CLCCB,TX,1965,38.72657
CLCCB,TX,1966,44.46102
CLCCB,TX,1967,35.5727
CLCCB,TX,1968,17.32904
CLCCB,TX,1969,12.52727
CLCCB,TX,1970,10.71251
CLCCB,TX,1971,7.65584
CLCCB,TX,1972,7.74393
CLCCB,TX,1973,9.53459
CLCCB,TX,1974,12.83268
CLCCB,TX,1975,0.0
CLCCB,TX,1976,0.0
CLCCB,TX,1977,21.97895
CLCCB,TX,1978,0.0
CLCCB,TX,1979,0.0
CLCCB,TX,1980,12.00839
CLCCB,TX,1981,79.18592
CLCCB,TX,1982,109.00784
CLCCB,TX,1983,0.0
CLCCB,TX,1984,0.0
CLCCB,TX,1985,122.90833
CLCCB,TX,1986,269.06772
CLCCB,TX,1987,527.18764
CLCCB,TX,1988,861.53053
CLCCB,TX,1989,246.11192
CLCCB,TX,1990,215.55897
CLCCB,TX,1991,225.31205
CLCCB,TX,1992,175.40354
CLCCB,TX,1993,93.99369
CLCCB,TX,1994,1.55305
CLCCB,TX,1995,0.0
CLCCB,TX,1996,0.0
CLCCB,TX,1997,1.58979
CLCCB,TX,1998,314.77522
CLCCB,TX,1999,119.32838
CLCCB,TX,2000,181.22277
CLCCB,TX,2001,386.37277
CLCCB,TX,2002,1074.92261
CLCCB,TX,2003,2350.33264
CLCCB,TX,2004,252.49629
CLCCB,TX,2005,284.35451
CLCCB,TX,2006,2.47688
CLCCB,TX,2007,0.499
CLCCB,TX,2008,287.34103
CLCCB,TX,2009,337.60647
CLICB,AZ,1960,206.04151
CLICB,AZ,1961,209.71986
CLICB,AZ,1962,225.3713
CLICB,AZ,1963,159.51452
CLICB,AZ,1964,112.6136
CLICB,AZ,1965,92.20101
CLICB,AZ,1966,46.90975
CLICB,AZ,1967,22.05066
CLICB,AZ,1968,22.41046
CLICB,AZ,1969,43.60929
CLICB,AZ,1970,108.63338
CLICB,AZ,1971,193.00841
CLICB,AZ,1972,277.58258
CLICB,AZ,1973,234.8261
CLICB,AZ,1974,222.39544
CLICB,AZ,1975,2631.54266
CLICB,AZ,1976,7304.87572
CLICB,AZ,1977,17073.11625
CLICB,AZ,1978,9159.21469
CLICB,AZ,1979,37988.24974
CLICB,AZ,1980,13100.09199
CLICB,AZ,1981,24718.12906
CLICB,AZ,1982,30807.35653
CLICB,AZ,1983,30338.63757
CLICB,AZ,1984,36633.91086
CLICB,AZ,1985,38792.71255
CLICB,AZ,1986,46275.06793
CLICB,AZ,1987,13295.08392
CLICB,AZ,1988,12290.38614
CLICB,AZ,1989,14263.10305
CLICB,AZ,1990,13251.10607
CLICB,AZ,1991,13736.98615
CLICB,AZ,1992,12830.6525
CLICB,AZ,1993,13482.37067
CLICB,AZ,1994,14655.84622
CLICB,AZ,1995,13105.81786
CLICB,AZ,1996,13366.81798
CLICB,AZ,1997,13716.09777
CLICB,AZ,1998,13427.36376
CLICB,AZ,1999,13166.83686
CLICB,AZ,2000,15958.46455
CLICB,AZ,2001,14718.3415
CLICB,AZ,2002,13987.79259
CLICB,AZ,2003,15249.1841
CLICB,AZ,2004,16194.41559
CLICB,AZ,2005,15925.80728
CLICB,AZ,2006,16314.51272
CLICB,AZ,2007,15307.84728
CLICB,AZ,2008,12928.55602
CLICB,AZ,2009,8729.99171
CLICB,CA,1960,35159.75621
CLICB,CA,1961,58714.4743
CLICB,CA,1962,39388.95042
CLICB,CA,1963,45875.83956
CLICB,CA,1964,53370.46866
CLICB,CA,1965,63236.58748
CLICB,CA,1966,51051.50766
CLICB,CA,1967,53529.74806
CLICB,CA,1968,56671.2392
CLICB,CA,1969,57683.07361
CLICB,CA,1970,59327.21712
CLICB,CA,1971,50886.05291
CLICB,CA,1972,47325.51298
CLICB,CA,1973,66913.264
CLICB,CA,1974,60613.37677
CLICB,CA,1975,56397.17178
CLICB,CA,1976,66625.16524
CLICB,CA,1977,75104.7046
CLICB,CA,1978,67804.21746
CLICB,CA,1979,68481.29783
CLICB,CA,1980,66077.1796
CLICB,CA,1981,78354.49583
CLICB,CA,1982,69368.10907
CLICB,CA,1983,31975.57962
CLICB,CA,1984,36455.89942
CLICB,CA,1985,44015.94558
CLICB,CA,1986,42518.7609
CLICB,CA,1987,44937.45481
CLICB,CA,1988,50679.0128
CLICB,CA,1989,57672.53559
CLICB,CA,1990,64737.99422
CLICB,CA,1991,62994.32221
CLICB,CA,1992,64800.60098
CLICB,CA,1993,53625.38257
CLICB,CA,1994,54173.65946
CLICB,CA,1995,57900.15795
CLICB,CA,1996,56202.16944
CLICB,CA,1997,62177.79206
CLICB,CA,1998,43348.35621
CLICB,CA,1999,46771.85328
CLICB,CA,2000,47379.61516
CLICB,CA,2001,46726.91697
CLICB,CA,2002,47112.85777
CLICB,CA,2003,47748.8623
CLICB,CA,2004,46187.60877
CLICB,CA,2005,46283.93245
CLICB,CA,2006,45062.2572
CLICB,CA,2007,43136.47689
CLICB,CA,2008,39420.32868
CLICB,CA,2009,31318.46832
CLICB,NM,1960,2415.68852
CLICB,NM,1961,1738.5547
CLICB,NM,1962,1128.98952
CLICB,NM,1963,607.20561
CLICB,NM,1964,840.19951
CLICB,NM,1965,491.35887
CLICB,NM,1966,324.9897
CLICB,NM,1967,399.54299
CLICB,NM,1968,382.17627
CLICB,NM,1969,278.88486
CLICB,NM,1970,231.57236
CLICB,NM,1971,251.43177
CLICB,NM,1972,159.3091
CLICB,NM,1973,409.56197
CLICB,NM,1974,150.84289
CLICB,NM,1975,0.0
CLICB,NM,1976,160.24967
CLICB,NM,1977,368.23984
CLICB,NM,1978,1713.14979
CLICB,NM,1979,2004.61424
CLICB,NM,1980,174.93892
CLICB,NM,1981,2722.97344
CLICB,NM,1982,2760.92872
CLICB,NM,1983,2124.53657
CLICB,NM,1984,1623.25816
CLICB,NM,1985,1794.89847
CLICB,NM,1986,2029.19397
CLICB,NM,1987,1039.068
CLICB,NM,1988,1117.92
CLICB,NM,1989,904.15975
CLICB,NM,1990,876.908
CLICB,NM,1991,883.304
CLICB,NM,1992,979.104
CLICB,NM,1993,1302.36
CLICB,NM,1994,1490.968
CLICB,NM,1995,1672.608
CLICB,NM,1996,1628.51478
CLICB,NM,1997,1664.46092
CLICB,NM,1998,1574.17897
CLICB,NM,1999,1608.12074
CLICB,NM,2000,1905.60868
CLICB,NM,2001,1778.36477
CLICB,NM,2002,1805.99471
CLICB,NM,2003,2002.70819
CLICB,NM,2004,1977.95132
CLICB,NM,2005,1926.10282
CLICB,NM,2006,1935.95905
CLICB,NM,2007,1882.48955
CLICB,NM,2008,1564.34093
CLICB,NM,2009,1461.54042
CLICB,TX,1960,24417.53471
CLICB,TX,1961,17986.68358
CLICB,TX,1962,20362.45669
CLICB,TX,1963,19000.71978
CLICB,TX,1964,26063.15577
CLICB,TX,1965,29031.12359
CLICB,TX,1966,27687.74683
CLICB,TX,1967,23404.59352
CLICB,TX,1968,24922.31904
CLICB,TX,1969,25087.43463
CLICB,TX,1970,30714.05401
CLICB,TX,1971,23885.04692
CLICB,TX,1972,24200.12173
CLICB,TX,1973,59622.98883
CLICB,TX,1974,60348.72701
CLICB,TX,1975,77651.64188
CLICB,TX,1976,62906.81868
CLICB,TX,1977,55737.17319
CLICB,TX,1978,61236.14428
CLICB,TX,1979,83619.03196
CLICB,TX,1980,63338.71322
CLICB,TX,1981,91418.03551
CLICB,TX,1982,83765.35221
CLICB,TX,1983,65888.38923
CLICB,TX,1984,93080.0384
CLICB,TX,1985,85406.95406
CLICB,TX,1986,72233.60072
CLICB,TX,1987,61883.50488
CLICB,TX,1988,52170.15123
CLICB,TX,1989,62261.62539
CLICB,TX,1990,61480.96877
CLICB,TX,1991,63187.05005
CLICB,TX,1992,60464.83624
CLICB,TX,1993,70881.70745
CLICB,TX,1994,82842.41269
CLICB,TX,1995,63673.99545
CLICB,TX,1996,73750.99532
CLICB,TX,1997,74118.57257
CLICB,TX,1998,62929.12427
CLICB,TX,1999,62567.38566
CLICB,TX,2000,73097.96923
CLICB,TX,2001,75463.52274
CLICB,TX,2002,71627.38834
CLICB,TX,2003,72494.10925
CLICB,TX,2004,70937.12123
CLICB,TX,2005,70077.83057
CLICB,TX,2006,70919.36729
CLICB,TX,2007,40433.4573
CLICB,TX,2008,38976.15004
CLICB,TX,2009,17062.79175
EMICB,AZ,1960,0.0
EMICB,AZ,1961,0.0
EMICB,AZ,1962,0.0
EMICB,AZ,1963,0.0
EMICB,AZ,1964,0.0
EMICB,AZ,1965,0.0
EMICB,AZ,1966,0.0
EMICB,AZ,1967,0.0
EMICB,AZ,1968,0.0
EMICB,AZ,1969,0.0
EMICB,AZ,1970,0.0
EMICB,AZ,1971,0.0
EMICB,AZ,1972,0.0
EMICB,AZ,1973,0.0
EMICB,AZ,1974,0.0
EMICB,AZ,1975,0.0
EMICB,AZ,1976,0.0
EMICB,AZ,1977,0.0
EMICB,AZ,1978,0.0
EMICB,AZ,1979,0.0
EMICB,AZ,1980,0.0
EMICB,AZ,1981,0.1555
EMICB,AZ,1982,0.28547
EMICB,AZ,1983,0.03502
EMICB,AZ,1984,0.0
EMICB,AZ,1985,0.0
EMICB,AZ,1986,0.0
EMICB,AZ,1987,0.0
EMICB,AZ,1988,0.0
EMICB,AZ,1989,0.0
EMICB,AZ,1990,0.0
EMICB,AZ,1991,0.0
EMICB,AZ,1992,0.0
EMICB,AZ,1993,2.17103
EMICB,AZ,1994,5.86021
EMICB,AZ,1995,19.75748
EMICB,AZ,1996,16.97324
EMICB,AZ,1997,17.82007
EMICB,AZ,1998,13.18487
EMICB,AZ,1999,7.72877
EMICB,AZ,2000,8.71968
EMICB,AZ,2001,31.3645
EMICB,AZ,2002,17.05522
EMICB,AZ,2003,17.66617
EMICB,AZ,2004,19.59556
EMICB,AZ,2005,213.56266
EMICB,AZ,2006,256.18824
EMICB,AZ,2007,248.7004
EMICB,AZ,2008,311.19255
EMICB,AZ,2009,305.85814
EMICB,CA,1960,0.0
EMICB,CA,1961,0.0
EMICB,CA,1962,0.0
EMICB,CA,1963,0.0
EMICB,CA,1964,0.0
EMICB,CA,1965,0.0
EMICB,CA,1966,0.0
EMICB,CA,1967,0.0
EMICB,CA,1968,0.0
EMICB,CA,1969,0.0
EMICB,CA,1970,0.0
EMICB,CA,1971,0.0
EMICB,CA,1972,0.0
EMICB,CA,1973,0.0
EMICB,CA,1974,0.0
EMICB,CA,1975,0.0
EMICB,CA,1976,0.0
EMICB,CA,1977,0.0
EMICB,CA,1978,0.0
EMICB,CA,1979,0.0
EMICB,CA,1980,0.0
EMICB,CA,1981,7.88539
EMICB,CA,1982,19.29421
EMICB,CA,1983,16.35541
EMICB,CA,1984,22.07466
EMICB,CA,1985,17.04777
EMICB,CA,1986,16.1834
EMICB,CA,1987,23.74647
EMICB,CA,1988,40.47194
EMICB,CA,1989,38.49902
EMICB,CA,1990,40.62538
EMICB,CA,1991,54.1264
EMICB,CA,1992,5.7259
EMICB,CA,1993,17.21124
EMICB,CA,1994,25.19321
EMICB,CA,1995,79.57518
EMICB,CA,1996,63.61349
EMICB,CA,1997,66.75095
EMICB,CA,1998,55.26147
EMICB,CA,1999,27.53713
EMICB,CA,2000,31.70155
EMICB,CA,2001,98.53133
EMICB,CA,2002,117.10028
EMICB,CA,2003,681.21856
EMICB,CA,2004,1098.56767
EMICB,CA,2005,1113.82111
EMICB,CA,2006,1121.1863
EMICB,CA,2007,956.16187
EMICB,CA,2008,896.49177
EMICB,CA,2009,857.15513
EMICB,NM,1960,0.0
EMICB,NM,1961,0.0
EMICB,NM,1962,0.0
EMICB,NM,1963,0.0
EMICB,NM,1964,0.0
EMICB,NM,1965,0.0
EMICB,NM,1966,0.0
EMICB,NM,1967,0.0
EMICB,NM,1968,0.0
EMICB,NM,1969,0.0
EMICB,NM,1970,0.0
EMICB,NM,1971,0.0
EMICB,NM,1972,0.0
EMICB,NM,1973,0.0
EMICB,NM,1974,0.0
EMICB,NM,1975,0.0
EMICB,NM,1976,0.0
EMICB,NM,1977,0.0
EMICB,NM,1978,0.0
EMICB,NM,1979,0.0
EMICB,NM,1980,0.0
EMICB,NM,1981,0.0
EMICB,NM,1982,0.02837
EMICB,NM,1983,0.58803
EMICB,NM,1984,5.97192
EMICB,NM,1985,9.92276
EMICB,NM,1986,8.2543
EMICB,NM,1987,14.58278
EMICB,NM,1988,21.48303
EMICB,NM,1989,31.6009
EMICB,NM,1990,22.77241
EMICB,NM,1991,23.85209
EMICB,NM,1992,16.90472
EMICB,NM,1993,5.64385
EMICB,NM,1994,15.31301
EMICB,NM,1995,50.88096
EMICB,NM,1996,44.87478
EMICB,NM,1997,44.5847
EMICB,NM,1998,52.73061
EMICB,NM,1999,29.95646
EMICB,NM,2000,35.98114
EMICB,NM,2001,21.41573
EMICB,NM,2002,17.6543
EMICB,NM,2003,15.04096
EMICB,NM,2004,18.08
EMICB,NM,2005,33.08019
EMICB,NM,2006,32.53894
EMICB,NM,2007,29.17335
EMICB,NM,2008,59.07212
EMICB,NM,2009,80.78612
EMICB,TX,1960,0.0
EMICB,TX,1961,0.0
EMICB,TX,1962,0.0
EMICB,TX,1963,0.0
EMICB,TX,1964,0.0
EMICB,TX,1965,0.0
EMICB,TX,1966,0.0
EMICB,TX,1967,0.0
EMICB,TX,1968,0.0
EMICB,TX,1969,0.0
EMICB,TX,1970,0.0
EMICB,TX,1971,0.0
EMICB,TX,1972,0.0
EMICB,TX,1973,0.0
EMICB,TX,1974,0.0
EMICB,TX,1975,0.0
EMICB,TX,1976,0.0
EMICB,TX,1977,0.0
EMICB,TX,1978,0.0
EMICB,TX,1979,0.0
EMICB,TX,1980,0.0
EMICB,TX,1981,0.0
EMICB,TX,1982,1.05115
EMICB,TX,1983,6.237
EMICB,TX,1984,18.42536
EMICB,TX,1985,64.14872
EMICB,TX,1986,59.1745
EMICB,TX,1987,79.02262
EMICB,TX,1988,56.94196
EMICB,TX,1989,48.21644
EMICB,TX,1990,42.787
EMICB,TX,1991,46.95505
EMICB,TX,1992,49.37409
EMICB,TX,1993,8.61276
EMICB,TX,1994,22.08556
EMICB,TX,1995,77.93478
EMICB,TX,1996,28.01813
EMICB,TX,1997,69.82852
EMICB,TX,1998,115.10981
EMICB,TX,1999,48.71647
EMICB,TX,2000,55.91689
EMICB,TX,2001,99.09428
EMICB,TX,2002,44.57664
EMICB,TX,2003,37.88177
EMICB,TX,2004,50.39992
EMICB,TX,2005,28.83054
EMICB,TX,2006,802.90465
EMICB,TX,2007,845.75801
EMICB,TX,2008,856.5353
EMICB,TX,2009,878.91175
EMLCB,AZ,1960,0.0
EMLCB,AZ,1961,0.0
EMLCB,AZ,1962,0.0
EMLCB,AZ,1963,0.0
EMLCB,AZ,1964,0.0
EMLCB,AZ,1965,0.0
EMLCB,AZ,1966,0.0
EMLCB,AZ,1967,0.0
EMLCB,AZ,1968,0.0
EMLCB,AZ,1969,0.0
EMLCB,AZ,1970,0.0
EMLCB,AZ,1971,0.0
EMLCB,AZ,1972,0.0
EMLCB,AZ,1973,0.0
EMLCB,AZ,1974,0.0
EMLCB,AZ,1975,0.0
EMLCB,AZ,1976,0.0
EMLCB,AZ,1977,0.0
EMLCB,AZ,1978,0.0
EMLCB,AZ,1979,0.0
EMLCB,AZ,1980,0.0
EMLCB,AZ,1981,0.0
EMLCB,AZ,1982,0.0
EMLCB,AZ,1983,0.0
EMLCB,AZ,1984,0.0
EMLCB,AZ,1985,0.0
EMLCB,AZ,1986,0.0
EMLCB,AZ,1987,0.0
EMLCB,AZ,1988,0.0
EMLCB,AZ,1989,0.0
EMLCB,AZ,1990,0.0
EMLCB,AZ,1991,0.0
EMLCB,AZ,1992,0.0
EMLCB,AZ,1993,0.0
EMLCB,AZ,1994,0.0
EMLCB,AZ,1995,0.0
EMLCB,AZ,1996,0.0
EMLCB,AZ,1997,0.0
EMLCB,AZ,1998,0.0
EMLCB,AZ,1999,0.0
EMLCB,AZ,2000,0.0
EMLCB,AZ,2001,0.0
EMLCB,AZ,2002,0.0
EMLCB,AZ,2003,0.0
EMLCB,AZ,2004,0.0
EMLCB,AZ,2005,0.0
EMLCB,AZ,2006,0.0
EMLCB,AZ,2007,1594.7791
EMLCB,AZ,2008,3089.44827
EMLCB,AZ,2009,3094.49314
EMLCB,CA,1960,0.0
EMLCB,CA,1961,0.0
EMLCB,CA,1962,0.0
EMLCB,CA,1963,0.0
EMLCB,CA,1964,0.0
EMLCB,CA,1965,0.0
EMLCB,CA,1966,0.0
EMLCB,CA,1967,0.0
EMLCB,CA,1968,0.0
EMLCB,CA,1969,0.0
EMLCB,CA,1970,0.0
EMLCB,CA,1971,0.0
EMLCB,CA,1972,0.0
EMLCB,CA,1973,0.0
EMLCB,CA,1974,0.0
EMLCB,CA,1975,0.0
EMLCB,CA,1976,0.0
EMLCB,CA,1977,0.0
EMLCB,CA,1978,0.0
EMLCB,CA,1979,0.0
EMLCB,CA,1980,0.0
EMLCB,CA,1981,0.0
EMLCB,CA,1982,0.0
EMLCB,CA,1983,0.0
EMLCB,CA,1984,0.0
EMLCB,CA,1985,261.81232
EMLCB,CA,1986,275.52181
EMLCB,CA,1987,299.87255
EMLCB,CA,1988,299.46723
EMLCB,CA,1989,280.96934
EMLCB,CA,1990,234.3179
EMLCB,CA,1991,272.7017
EMLCB,CA,1992,285.98467
EMLCB,CA,1993,300.04959
EMLCB,CA,1994,328.005
EMLCB,CA,1995,313.92965
EMLCB,CA,1996,128.31754
EMLCB,CA,1997,225.81661
EMLCB,CA,1998,264.91157
EMLCB,CA,1999,245.28581
EMLCB,CA,2000,294.06105
EMLCB,CA,2001,321.90039
EMLCB,CA,2002,437.86585
EMLCB,CA,2003,511.13757
EMLCB,CA,2004,461.91235
EMLCB,CA,2005,897.367
EMLCB,CA,2006,2289.45789
EMLCB,CA,2007,5151.61975
EMLCB,CA,2008,5436.96085
EMLCB,CA,2009,2785.04383
EMLCB,NM,1960,0.0
EMLCB,NM,1961,0.0
EMLCB,NM,1962,0.0
EMLCB,NM,1963,0.0
EMLCB,NM,1964,0.0
EMLCB,NM,1965,0.0
EMLCB,NM,1966,0.0
EMLCB,NM,1967,0.0
EMLCB,NM,1968,0.0
EMLCB,NM,1969,0.0
EMLCB,NM,1970,0.0
EMLCB,NM,1971,0.0
EMLCB,NM,1972,0.0
EMLCB,NM,1973,0.0
EMLCB,NM,1974,0.0
EMLCB,NM,1975,0.0
EMLCB,NM,1976,0.0
EMLCB,NM,1977,0.0
EMLCB,NM,1978,0.0
EMLCB,NM,1979,0.0
EMLCB,NM,1980,0.0
EMLCB,NM,1981,101.80683
EMLCB,NM,1982,338.20032
EMLCB,NM,1983,632.62072
EMLCB,NM,1984,752.16922
EMLCB,NM,1985,803.03778
EMLCB,NM,1986,845.0879
EMLCB,NM,1987,919.77715
EMLCB,NM,1988,918.53394
EMLCB,NM,1989,861.79673
EMLCB,NM,1990,718.70615
EMLCB,NM,1991,836.438
EMLCB,NM,1992,740.89293
EMLCB,NM,1993,802.27163
EMLCB,NM,1994,751.36029
EMLCB,NM,1995,703.61154
EMLCB,NM,1996,281.52003
EMLCB,NM,1997,485.15884
EMLCB,NM,1998,557.58185
EMLCB,NM,1999,505.97353
EMLCB,NM,2000,594.70577
EMLCB,NM,2001,638.48538
EMLCB,NM,2002,852.08935
EMLCB,NM,2003,976.20461
EMLCB,NM,2004,866.08566
EMLCB,NM,2005,1167.49278
EMLCB,NM,2006,1645.11944
EMLCB,NM,2007,1739.75901
EMLCB,NM,2008,1263.8652
EMLCB,NM,2009,1547.24657
EMLCB,TX,1960,0.0
EMLCB,TX,1961,0.0
EMLCB,TX,1962,0.0
EMLCB,TX,1963,0.0
EMLCB,TX,1964,0.0
EMLCB,TX,1965,0.0
EMLCB,TX,1966,0.0
EMLCB,TX,1967,0.0
EMLCB,TX,1968,0.0
EMLCB,TX,1969,0.0
EMLCB,TX,1970,0.0
EMLCB,TX,1971,0.0
EMLCB,TX,1972,0.0
EMLCB,TX,1973,0.0
EMLCB,TX,1974,0.0
EMLCB,TX,1975,0.0
EMLCB,TX,1976,0.0
EMLCB,TX,1977,0.0
EMLCB,TX,1978,0.0
EMLCB,TX,1979,0.0
EMLCB,TX,1980,0.0
EMLCB,TX,1981,3.35963
EMLCB,TX,1982,11.16061
EMLCB,TX,1983,20.87648
EMLCB,TX,1984,24.82158
EMLCB,TX,1985,26.50025
EMLCB,TX,1986,27.8879
EMLCB,TX,1987,30.35265
EMLCB,TX,1988,30.31162
EMLCB,TX,1989,28.43929
EMLCB,TX,1990,23.7173
EMLCB,TX,1991,27.60245
EMLCB,TX,1992,24.44947
EMLCB,TX,1993,0.0
EMLCB,TX,1994,0.0
EMLCB,TX,1995,0.0
EMLCB,TX,1996,0.0
EMLCB,TX,1997,0.0
EMLCB,TX,1998,0.0
EMLCB,TX,1999,0.0
EMLCB,TX,2000,0.0
EMLCB,TX,2001,0.0
EMLCB,TX,2002,0.0
EMLCB,TX,2003,0.0
EMLCB,TX,2004,0.0
EMLCB,TX,2005,0.0
EMLCB,TX,2006,0.0
EMLCB,TX,2007,0.0
EMLCB,TX,2008,10766.2591
EMLCB,TX,2009,9424.1382
ESCCB,AZ,1960,11267.26335
ESCCB,AZ,1961,10054.14722
ESCCB,AZ,1962,9945.02123
ESCCB,AZ,1963,10864.93396
ESCCB,AZ,1964,11305.27303
ESCCB,AZ,1965,10385.99152
ESCCB,AZ,1966,11178.36028
ESCCB,AZ,1967,12255.75046
ESCCB,AZ,1968,12880.67873
ESCCB,AZ,1969,14687.83771
ESCCB,AZ,1970,16003.20465
ESCCB,AZ,1971,18095.83543
ESCCB,AZ,1972,20412.45719
ESCCB,AZ,1973,21959.07926
ESCCB,AZ,1974,23268.64239
ESCCB,AZ,1975,24438.32717
ESCCB,AZ,1976,26020.17131
ESCCB,AZ,1977,27995.43953
ESCCB,AZ,1978,28005.696
ESCCB,AZ,1979,29626.396
ESCCB,AZ,1980,31124.264
ESCCB,AZ,1981,31605.83027
ESCCB,AZ,1982,31693.06487
ESCCB,AZ,1983,32564.89229
ESCCB,AZ,1984,38109.92797
ESCCB,AZ,1985,41949.77912
ESCCB,AZ,1986,44655.06862
ESCCB,AZ,1987,48874.88351
ESCCB,AZ,1988,50920.30927
ESCCB,AZ,1989,53834.75437
ESCCB,AZ,1990,54790.44533
ESCCB,AZ,1991,53916.24999
ESCCB,AZ,1992,55839.84346
ESCCB,AZ,1993,57027.16828
ESCCB,AZ,1994,60618.97727
